F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
-13.58,97.3,26.74,-5.37,14.57,-201.84,-2263.43,31211.85,-942.54,-1377.36,-134.34,10.65,252.69,-166.92,3629.76,-604.5,-832.77,9.06,10.65,-31.43,-491.78,-2.4,8,3574.42,7913.1,-76.72,4,706.44,Low,-9426.75,-51.24,USA,-10502.11,70.41,-70.64,-133.75,606.02
-18.7,128.4,16.1,-24.36,12.59,-179.6,-2202.01,24117.06,-1551.66,-1810.69,2002.62,18.49,221.91,-195.21,2419.62,-543.69,-508.5,0,11.19,-239.16,-251.96,-0.88,14,4070.34,17354.4,-148.23,4,-680.73,Very high,-12662.76,-75.28,UK,-11287.22,70.86,-77.47,-183.85,-267.58
-12.48,77.98,17.82,22.35,11.84,-212.04,-2442.65,15734.97,-1610.72,-1668.55,1428.18,11.99,294.3,-366.06,3762.96,-502.83,30.46,1.08,13.71,571.09,-504.34,12.78,10,4388.94,20089.4,-85.68,6,96.87,Very low,-15370.68,-3.32,Europe,-13175.19,66.54,32.54,-238.02,-44.74
-26.24,94.72,47.18,15.63,12.04,-124.56,-1950.44,27581.91,-925.56,-28.76,2685.15,14.12,379.8,-388.65,2221.71,-663.42,-548.87,0.15,15.87,377.6,-412.96,8.66,8,3876.82,16879.78,-100.72,6,1545.06,Medium,-12091.65,141.28,USA,-13605.29,69.87,-66.61,-110.89,283.13
-22.36,-24.3,17.2,13.89,11.66,-140.3,-2342.96,29711.88,-223.22,-4145.59,1964.82,10.8,379.26,-341.94,4336.86,-589.44,-468.33,0.5,10.62,-253.37,-410.42,-5.04,16,2681.66,17085.04,-127.57,8,954.87,Low,-19912.35,-40.4,UK,-9964.9,62.07,-90.26,-202.44,624.27
-32.52,-2.8,21.38,19.23,11.1,-156.22,-2290.26,25122.48,-1303.48,-5374.83,1220.19,10.31,258.03,-290.76,3394.77,-692.28,88.37,10.29,15.96,441.8,-451.22,-8.36,10,3876.64,12323.62,-146.9,8,888.72,Low,-7914.87,-80.32,Rest,-12610.04,67.5,-64.49,-173.29,632.93
-26.76,-27.66,34.9,18.24,16.56,-162.44,-3446.46,41498.07,-440.88,-1519.56,1775.1,13.72,148.65,-331.29,3959.7,-624.81,-42.37,2.82,17.07,172.48,-618.08,20.94,4,2999.16,11310.74,-122.72,10,735.6,Low,-14132.31,-94.16,USA,-10600.43,53.61,-18.61,-189.51,1041.33
-29.06,91.24,18.8,25.53,6.79,-124.48,-1671.31,27709.5,-1602.82,-5488.18,697.08,10.65,289.95,-377.01,2465.85,-306.6,-233.87,1.14,13.59,-78.26,-530.14,0.62,2,2652.94,22317.78,-103.43,8,1191.27,Very low,-23082.18,-273.62,Rest,-3670.5,68.46,-121.49,-184.02,-861.2
-25.14,101.5,32.76,11.91,6.75,-232.84,-2290.48,31916.16,-1103.16,-72.62,888.69,15.99,444.81,-254.49,3390.78,-577.71,135.61,1.56,20.4,-379.3,-530.96,9.74,8,3171.26,16832.9,-109.95,12,343.89,Very low,-34951.05,1.08,UK,-10696.74,59.37,-58.41,-178.05,-360.79
-17.46,13.82,37.74,6.12,11.28,-191.54,-2521.44,20755.56,-544.24,-4044.49,1409.01,12.24,294.09,-354.69,3592.83,-941.64,-309.35,0.77,3.45,-95.98,-319.84,11.9,6,4555.94,15981.76,-150.19,10,-384.57,Very low,-19893.39,-74.42,Rest,-9878.26,56.49,-65.45,-174.24,1058.36
-36.34,49.3,63.34,14.16,12.26,-194.82,-1941.08,19249.05,-511.5,-203.01,1428.36,11.07,485.01,-210.93,4301.73,-650.07,-213.28,3.41,6.33,23.95,-508.92,3.92,8,1960.56,13536.2,-124.65,8,157.17,High,-20336.7,60.58,USA,-9448.93,66.03,-69.44,-245.77,731.22
-28.98,95.74,22.78,11.25,11.15,-168.56,-1453.55,31433.94,-2111,-4182.16,68.55,14.39,166.26,-142.02,2487.36,-727.35,457.44,0.5,5.1,41.75,-516.56,13.24,14,3015.32,12644.04,-122.16,8,-387.12,High,-19948.41,33.12,Europe,-10581.38,55.59,-140.27,-158.31,280.64
-25.24,93.06,20.8,17.37,15.58,-74.58,-2095.82,26222.28,-1049.8,-2738.67,1555.29,10.69,297.12,-86.37,4481.31,-810.63,-25.16,3.24,3.48,-334.97,-624.94,-0.06,12,3139.66,9602.9,-147.34,10,949.53,Very low,-20629.41,-69.52,USA,-11722.58,59.76,-50.94,-157.03,142.36
-24.48,39.68,25.02,7.74,8.03,-205.34,-2332.08,33561.06,-1773.56,2972.7,1674.57,17.5,428.85,-246.33,3118.86,-519.27,-186.6,0.54,9.3,120.39,-591.26,10.4,8,3189.32,9368.5,-97.99,4,180.96,Medium,-16673.37,-129.1,Europe,-17711.53,57,-110.1,-187.5,1958.62
-29.56,207.84,30.68,6.09,7.73,-133.12,-2232.41,34663.92,-689.6,-874.2,-37.23,13.46,301.74,-434.55,3136.41,-541.89,-361.69,0.23,26.4,-400.08,-622.72,1.94,8,2761.06,12487.46,-145.5,6,1850.64,Very high,-26174.01,-130.44,UK,-8720.89,54.75,-48.91,-175.33,1874.53
-40.52,148.82,33.78,19.41,15.68,-171.5,-2176.27,17775.03,-680,-7850.98,-551.7,9.09,211.29,-324.54,4179.57,-432.99,268.33,0.12,1.98,-16.94,-394.58,8.34,6,3236.78,20780.98,-85.18,12,190.71,Very high,-26854.44,-5.9,Europe,-16055.55,77.16,-43.8,-189.29,-54.41
-26.74,-47.24,34.18,9.48,8.92,-144.92,-2538.02,22334.46,78.06,-2527.56,1734.72,13.58,318.06,-314.31,3255.24,-560.85,-212.27,15.3,1.8,462.87,-496.54,14.32,8,3276.1,9478.74,-111.78,6,320.55,Medium,4509.09,-74.06,UK,-12769.39,64.02,-33.89,-329.26,2775.93
-26.82,16.46,20.72,-0.3,6.68,-154.8,-2164.88,17262.75,-828.32,-7059.61,2470.38,8.23,145.08,-303.6,3949.26,-377.97,69.37,2.18,8.34,121.41,-517.22,-2.92,6,2957.84,23451.56,-182.28,8,-125.73,Very low,-27504.87,4.14,USA,-12238.59,58.35,-51.62,-178.66,331.24
-25.62,15.04,24.64,5.16,25.5,-105.36,-2570.67,33735,-2441.34,-7592.4,97.68,10.6,417.42,-182.01,3912.03,-578.46,-120.84,0.12,3.93,-140.33,-303.66,5.34,6,2781.76,19478.8,-120.95,4,-523.92,Low,-17627.49,-167.98,UK,-10340.08,53.16,-87.47,-169.87,418.87
-22.48,218.7,26.08,22.86,7.4,-92.38,-2518.88,15699.66,-1022.48,-6145.72,1745.55,15.12,283.83,-198.63,2234.55,-594.69,-51.99,0.06,3.21,-128.33,-543.7,4.42,8,3171.98,17865.82,-146.54,6,859.74,High,-11623.86,-72.32,Rest,-6332.31,59.07,-40.81,-195.26,2050.6
-24.4,72.72,22.8,10.89,11.44,-306.58,-2327.06,22468.2,-663.78,-603.26,2033.34,6.37,313.26,-170.4,4035.42,-449.37,427.73,0.04,18.33,299.94,-595.64,12.58,8,3981.76,14281.82,-172.09,8,-418.29,Low,-23066.97,-151.52,UK,-14369.26,73.35,-103.18,-181.73,-567.99
-26.62,175.84,31.6,2.85,11.9,-320.12,-2838.15,34122.87,-1952.06,-704.15,1747.47,13.5,233.13,-151.44,1716,-422.28,-13.21,2.38,14.73,-221.28,-450.06,14.4,8,3490.12,4016.54,-139.37,10,-1089.57,Very low,-17409.45,-99.1,UK,-13221.02,65.55,-73.48,-192.63,-641.62
-23.24,-73.12,22.94,11.13,10.48,-179.52,-2366.67,28669.08,-1096.36,-3094.83,639.6,13.7,330.33,-298.8,2083.11,-491.16,-333.33,6.9,7.11,-529.78,-549.52,3.12,10,3833.28,20654.2,-96.86,6,-519.3,Very low,-5492.4,-105.52,USA,-10541.1,61.62,-16.04,-222.4,528.37
-31.52,-81.34,21.76,10.5,11.2,-222.64,-1471.03,18843.54,-1116.92,5567.53,-260.19,4.72,345.66,-310.74,2791.17,-574.29,142.55,3.89,4.02,209.9,-512.54,-3.02,10,4102.86,18799.82,-131.37,10,458.34,Very low,-21320.94,10.04,Europe,-11603.15,63.42,-70.17,-184.9,56.7
-22.86,77.54,24.4,17.97,8.59,-135.24,-2103.47,22246.47,-91.82,-3327.48,1481.04,8.34,459.6,-410.73,2916.33,-576.99,-863.31,1.58,11.34,-596.3,-534.88,1.42,12,2944.8,21120.12,-86.72,4,-290.1,Medium,-13466.97,-152.82,Rest,-15492.12,63.42,-71.47,-147.28,2571.62
-36.84,-16.88,19.4,10.35,12.84,-85.44,-2217.06,15316.74,-1504.38,-4211.45,3201.03,12.33,297.81,-210.51,4211.46,-600.99,-160.48,2.4,7.77,356.49,-494.42,0.64,6,3103.64,10712.46,-86.81,10,-51.51,Very high,-16695.57,-148.76,Rest,-6642.57,80.01,-9.06,-185.13,-621.24
-16.86,6.02,21.04,6,11.12,-110.28,-2277.62,22168.44,-1642.52,-1927.27,953.79,18.42,426.93,-290.64,2680.2,-341.34,-329.46,0.03,12.81,523.71,-499.04,-7.44,8,3202.08,9733.74,-136.48,8,66.69,Medium,-8806.89,-128.32,Rest,-15697.16,56.46,-66.02,-158.17,342.65
-25.48,110.32,23.42,7.95,17.32,-70.46,-2442.45,9283.92,-1058.72,-1743.58,-188.13,13.25,530.91,-198.48,2432.76,-556.08,456.92,0.05,15.03,-233.24,-433.84,16.64,6,3037.54,14449.54,-196.55,8,1320.45,Very low,-20957.55,-81.02,Europe,-11818,88.08,-39.74,-176.59,-161.07
-22.72,72.3,17.5,14.01,17.79,-99.14,-2177.26,35897.25,-932.88,-1925.16,-317.13,14.84,313.44,-331.59,2498.16,-446.25,-217.7,0.18,4.44,-157.76,-591.8,9.74,10,3263.1,24303.78,-113.78,12,634.05,Very high,-7499.85,-77.36,Europe,-13092.48,53.64,-37.15,-171.79,3106.63
-46.64,121.68,24.04,9.3,13.81,-194.12,-2235.03,39666.72,-2046.88,-4086.65,1056.57,15.9,132.24,-393.54,5648.97,-852.51,-427.69,0.01,12.66,-300.98,-581.02,-3.24,8,3439.98,26844.1,-155.29,14,2002.05,Very high,-19746,-63.82,UK,-5044.06,53.25,-71.37,-296.83,-67.8
-21.94,271,27.82,-4.08,15.8,-77.24,-2167.69,39150.51,400.42,-1123.96,-339.81,15.66,183.09,-135.57,1572.33,-580.11,-32.79,3.13,37.92,605.96,-600.92,14.74,8,3802.5,6703.5,-90.47,2,365.64,Medium,-2105.64,-167.8,UK,-15212.13,70.44,-98.08,-202.11,2420.4
-20.04,197.8,33.02,14.85,8.04,-223.62,-2014.79,21580.35,-422.62,-2094.12,2661.27,13.1,348.18,-158.64,2650.08,-645.51,255.68,1.57,35.58,-24.9,-585.3,5.04,6,2929,14165.04,-160.3,6,2388.15,Very low,-19426.74,-69.24,Rest,-13100.35,59.07,-96.86,-190.45,2042.21
-22.4,-117.44,35.06,8.37,10.71,-127.06,-2357.6,21917.22,-1868.88,4143.07,2232.18,4.36,261.36,-301.56,3341.73,-528.81,-1065.9,10.89,11.31,509.97,-511.56,3.82,8,3055.04,7364.54,-117.08,6,2058.42,High,-20267.55,-78.92,USA,-8973.48,68.61,-76.07,-246.43,392.6
-49.74,273,24.04,2.1,17.39,-137.44,-2681.77,33047.7,-1209.46,-790.77,837.96,11.73,261.06,-268.32,3158.55,-563.88,-432.57,336.36,12.96,193.02,-611.24,1.66,6,3119.42,17171.14,-133.97,8,-351.87,Medium,-17773.2,-113.62,Europe,-13475.3,55.68,-83.61,-233.03,3698.39
-25.68,74.86,13.8,5.04,9.06,-166.92,-2241.39,14329.65,-1046.38,-4276.79,-481.29,12.66,265.83,-176.07,1266.15,-596.79,483.91,1.73,12.66,166.6,-611.48,0.86,10,3267.16,21925.24,-150.92,16,255.15,Very high,-19721.13,-99.7,Rest,-12367.17,64.98,-82.29,-173.28,-148.76
-26.92,163.96,28.68,12.12,6.28,-95.84,-2036.38,19210.71,-994.38,-2802.54,2366.82,12.18,356.19,-371.85,3725.79,-439.23,-377.92,16.16,4.77,461.07,-284.44,8.46,8,1023.76,18661.64,-91.94,18,-171.54,Very low,-12595.89,-158.76,Europe,-10149.36,58.23,-72.15,-188.34,112.62
-31.02,188.78,24.3,10.41,10.34,-86.92,-2907.71,36198.99,-1886.3,-1954.02,2888.1,11.51,230.76,-333.45,1164.3,-566.94,396.91,2.8,3.69,-783.16,-517.14,8.76,12,949.32,14248.62,-191.47,10,-840.15,Very high,-14778.18,-116.48,Europe,-7448.74,78.51,-91.43,-290.34,-111.05
-22.78,204.06,28.82,24.48,8.35,-69.56,-1404.37,28322.94,-1205.68,-3004.53,1404.6,14.67,356.52,-162.33,3364.26,-571.86,-132.16,9.17,14.22,134.93,-738.66,21.58,6,2879.98,15065.1,-90.62,10,1167.69,Medium,-27996.96,-151.56,Rest,-15909.72,73.29,-102.32,-206.11,-516.85
-27.98,116.3,24.44,2.52,8.54,-166.84,-2166.61,16803.75,-1624,-711.28,2729.79,13.48,524.64,-283.38,898.53,-574.41,-170.97,18.73,13.8,308.26,-621.54,16.64,2,4131.78,16264.64,-84.61,4,663.24,High,-16061.7,-139.98,Rest,-9764.03,52.47,-52.39,-187.86,2939.43
-27.62,157.26,24.96,-3.63,3.8,-104.74,-2005.36,19086.18,-1349.82,1906.32,1224.15,13.42,388.08,-345.36,1380.27,-816.78,159.74,0,5.85,-319.59,-453.82,12.36,10,5722.1,6573.22,-111.13,10,2289.93,Very high,-2110.74,-122.96,Europe,-12119.27,61.95,-68.55,-202.85,460.9
-24.36,68.24,17.6,5.37,10.5,-167.5,-1951.75,21150.81,-1151.64,-1354.59,1481.46,5.73,326.58,-272.61,2112.24,-240.57,-443.79,0.76,9.81,317.53,-558.52,2.04,10,530.5,20312.3,-136.32,14,195.57,Low,-27577.83,-54.82,Rest,-10294.34,72.18,-50.54,-174.98,-1444.24
-25.2,165.48,19.82,4.68,9.62,-155.26,-1558.47,27022.11,-1808.96,-543.55,1157.58,16.65,365.34,-266.82,2569.32,-706.83,-123.23,443.07,9.96,-429,-592.22,26.22,8,3076.82,15564.74,-126.3,10,1418.61,High,-16118.55,-75.96,USA,-14366.95,63,-79.86,-227.64,770.96
-28.96,104.2,16.32,19.92,12.25,-178.34,-2348.96,24809.91,-1385.42,10.55,678.96,13.59,312.3,-285.09,3746.73,-624.24,348.11,1,10.68,-150.51,-528.56,23.4,10,2755.58,16925.98,-135,8,202.29,High,-23550.72,-89.78,USA,-12382.63,56.49,-109.88,-220.7,493.09
-18.22,32.16,20.36,8.01,10.54,-152.54,-2505.42,31593.87,-2107.36,-3192.02,490.29,11.22,529.89,-341.91,2078.79,-674.16,176.74,0.02,18.09,10.3,-529.56,2.84,4,3699.54,22758.94,-123.52,8,266.34,Medium,-3518.16,-109.88,Europe,-8666.17,59.88,-116.46,-176.35,195.72
-24.58,117.92,17.28,-9.03,14.74,-133.02,-2075.66,34251.9,-1234.46,-3455.51,1658.85,12.09,431.13,-242.46,3940.08,-586.83,176.24,1.14,14.16,-284.94,-562.28,6.86,6,3852.68,15086.06,-152.04,8,876.96,Very low,-6163.59,-172.08,Rest,-14001,82.26,-91.78,-184.2,-1221.68
-7.3,189.12,27.56,1.53,12.12,-215.34,-2220.37,42494.64,-1176.2,2066.96,1478.85,13.34,438.45,-241.89,1612.86,-518.04,-148.94,0.07,9.15,301.63,-603.22,5.62,12,3604.34,12619.36,-70.24,14,296.76,Very high,-14161.56,-101.42,USA,-7325.83,58.62,-66.77,-170.54,178.67
-20.16,-35.24,37.38,19.65,15.94,-180.5,-2299.87,35802.27,-1824.4,-799.55,1764.93,16.71,273.36,-462.51,4228.17,-504.36,-255.12,3.15,5.49,220.6,-518.92,7.32,2,2834.96,15417.56,-109.73,8,344.16,High,-9396.9,-88.26,UK,-13175.27,55.35,-102.81,-215.14,1780.32
-29.48,249.82,8.88,15.06,12.22,-111.1,-2310.14,24699.27,-641.96,-2197.09,1842.72,11.35,388.65,-352.35,3228.42,-483.9,-2.84,0.29,2.73,-351.65,-599.42,6.24,10,4037.2,12192.52,-102.35,14,1221.63,High,-13445.49,-235.12,Rest,-14489.37,58.71,-38.89,-191.2,1208.78
-28.64,50.02,22.4,18.24,7.58,-150.08,-1980.96,34106.4,-1437.78,3798.95,5.76,3.23,165.81,-213.69,4407.93,-609.27,76.11,1.21,25.74,317.49,-550.46,6.52,10,3107.26,15796.16,-85.33,14,-112.32,Very high,-13698.3,-45.06,Europe,-7659.08,66.84,-0.65,-209.86,98.08
-19.16,77.94,14.64,16.53,9.1,-267.12,-2068.56,30963.12,-1226.54,-3783.43,315.69,13.98,594.09,-194.37,2611.59,-803.64,178.01,2.81,10.68,-30.66,-542.46,5.58,2,825.1,16579.72,-142.19,8,989.76,High,-11168.7,-195.3,UK,-8353.44,74.34,-105.65,-170.9,942.23
-26.34,122.24,21.48,-9.33,17.41,-181.4,-2746.83,18788.73,-1447.54,-2968.88,1741.08,9.66,315.42,-419.55,2341.65,-486.84,-38.63,3.91,8.13,-167.4,-562.08,16.82,10,5250.08,10730.94,-118.29,4,949.68,Low,-18895.74,-46.14,UK,-10769.23,63.42,-67.43,-175.83,819.13
-13.06,4.68,18.72,-5.49,4.78,-181.7,-2160.07,43270.92,-1087.26,6122.35,479.34,12.84,392.61,-285.69,1923.51,-557.31,-336.57,5.66,4.59,-220.87,-531.62,20.2,14,2201.42,22018.74,-151.38,6,-271.05,Very high,-11121.9,-42.38,USA,-14092.11,63.75,-65.92,-153.23,879.83
-27.08,-53.46,32.62,-4.47,12.84,-121.34,-1393.22,27376.89,-1456.08,2273.21,-96.78,12.2,432.78,-80.49,4181.88,-490.86,11.88,0.01,5.1,84.92,-424.3,22.88,6,2965.8,15881.9,-109.66,10,-697.32,Very high,-32527.62,-178.2,Europe,-10622.44,61.68,-56.12,-124.51,-48.57
-25.18,164.46,22.54,24.75,10.08,-92.2,-1615.74,28287.75,-1109.36,-4119.34,-762.6,7.3,372.48,-176.07,2456.85,-573.99,39.01,0.01,14.37,-144.06,-439.46,5.8,10,4023.3,17903.26,-92.38,6,780.09,Very high,-15948.36,-138.56,USA,-4757.65,75.84,-72.6,-203.44,29.17
-23.08,62.2,23.62,5.64,17.2,-267.7,-2002.09,29563.23,-744.74,-2504.51,3223.23,13.77,366.84,-224.49,3342.45,-416.85,-28.74,0.02,17.25,352.98,-676.98,0.74,6,4762.08,31889.82,-99.49,12,1393.74,Low,-15800.58,-108.84,Europe,-14930.37,75.27,-86.22,-181.64,-149.01
-16.22,102.58,22.62,26.55,9.95,-159.68,-2361.81,17455.92,-538.8,-232.39,433.2,16.28,338.46,-438.96,3698.07,-494.91,108.66,26.01,8.7,9.38,-514.16,5.12,14,3391.74,21523.46,-91.38,12,762.84,Very high,-12792.9,-38.12,Rest,-5090.82,59.34,-66.14,-199.52,2624.56
-14.52,64.76,34.06,3.33,15.03,-170.68,-1430.87,24534.78,-1549.18,-2745.17,869.43,11.45,508.23,-196.56,3829.08,-557.49,247.08,3.59,3.87,-21.25,-413.88,4.38,0,4649.36,23846.26,-164.32,4,492.36,High,-21045.57,-58.28,Rest,-14488.88,66.63,-122.65,-113.72,2290.99
-27.04,72.36,32.32,13.77,7.98,-19.8,-2299.49,37998.63,-1317.86,-442.96,1856.46,8.06,504.27,-409.68,3035.97,-475.98,-487.5,0.07,7.53,223.89,-707.64,-6.26,6,2490.64,12983.82,-125.4,8,448.11,Low,-14836.74,-179.38,Rest,-895.96,61.17,-33.49,-267.85,-128.78
-50.68,48.76,24.84,8.97,25.01,-154.82,-1802.77,21783,-1311.78,-1531.67,1097.76,12.69,454.47,-81.48,2170.65,-574.5,-36.24,0.08,6.03,309.93,-485.12,4.96,4,4775.52,19191.34,-154.8,4,-121.89,Medium,-1154.4,12.76,Rest,-13277.85,60.75,-102.69,-145.4,2222.13
-22.9,65.24,18.18,9.36,14.95,-174.62,-2242.37,30492.57,-1494.46,-3297.64,2010.36,11.71,396.66,-297.6,2165.04,-634.29,-207.05,3.99,16.17,-33.81,-503.64,6.7,4,3960.98,18864.56,-120.46,6,571.89,Very low,-27713.37,-136.82,USA,-5003.95,79.62,-28.89,-159.69,-134.4
-38,130.16,24.52,10.71,11.82,-104.96,-1580.42,26977.74,-966,-78.13,1260.9,10.84,383.85,-328.77,853.74,-653.91,-207.75,6691.83,4.44,-70.42,-737.72,4.44,6,3697.6,9472.72,-125.76,12,204.75,Very low,-14514.09,-166.04,Rest,-11721.25,85.35,-49.75,-167.33,-432.06
-34.24,143.84,24.58,-1.23,12.06,-99.66,-2166.38,15869.31,-591.76,-1521.37,1277.13,9.08,563.07,-273.18,3874.08,-606.21,-162.8,0.15,1.89,122.6,-507.04,13.8,8,3976.82,22144.44,-170.98,10,358.53,Low,-5730.93,-83.12,Europe,-8273.76,58.29,-38.44,-173.91,1800.99
-27.98,72.5,38.22,26.28,15.68,-180.1,-1606.49,23163.39,-660.9,3450.51,523.95,16.65,440.43,-117.36,1732.83,-502.02,-359.11,7.4,0.78,185.89,-535.9,15.88,12,2697.56,22013.64,-173.85,10,-406.5,Very low,-14486.07,142.6,Rest,-5398.3,73.8,-29.67,-225.64,-826.5
-30.42,91.92,12.04,18.84,12.08,-18.62,-1411.19,22023.99,-238.06,1340.34,461.25,10.76,325.17,-330.81,1915.53,-572.46,-341.62,0.05,11.52,-620.12,-347.88,14.68,4,3823.3,18724.88,-162.19,4,553.71,Very high,-26880.66,-84.86,Europe,-12831.62,63.42,-87.66,-208.47,3469.81
-28.06,-31.22,22.94,3.93,12.35,-137.62,-1864.3,41429.91,-1784.08,-4900.53,2267.04,13.85,235.56,-177.3,2443.86,-614.58,-510.29,0.51,11.64,-89.59,-566.02,-2.34,6,3244.28,18844.66,-121.59,12,-44.73,Very high,-22966.02,34.58,Rest,-10821.43,64.26,-22.79,-170.63,-351.14
-25.76,127.56,22.12,8.7,18.02,-115.02,-2283.48,29975.31,-369.1,-6008.97,1103.46,12.85,360.93,-309.15,1744.83,-657.36,567.88,9.78,2.04,-544.38,-445.52,2.5,6,4743.6,11407.84,-132.14,4,120.51,High,-17649.72,-90.94,Europe,-8124.74,54.66,-67.99,-131.06,3825.98
-24.16,99.02,28.08,13.95,14.1,-71.82,-2137.95,33531.03,-1474.06,4940.24,1453.41,12.32,372.6,-275.64,2078.31,-611.76,-71.12,0.78,20.25,57.62,-423.5,5.96,6,3234.4,4097.74,-139.74,6,1955.7,High,-33810.15,-9.66,USA,-7957.85,58.83,-65.94,-207.81,480.01
-27.8,50.66,9,5.58,11.11,-131.4,-2285.62,18236.07,-853.98,-2662.04,1095.9,16.32,245.61,-127.95,2754.6,-576.9,399.56,1.26,16.86,-450.9,-534.84,10.7,8,2395.26,13200.36,-95.86,6,-60.12,Very high,-12244.62,-115.14,Europe,-10940.36,82.65,-66.3,-188.79,652.43
-30.78,69.8,23.14,16.59,17.39,-185.42,-1910.06,7408.74,-2156.34,-7081.01,1479.93,9.43,318.06,-421.98,2524.86,-505.53,-230.33,1.65,2.25,408.21,-598.66,0.12,10,3211.22,20011.62,-127.41,6,1193.67,High,-35680.41,-154.76,Europe,-17569.15,68.94,-32.4,-96.42,-71.51
-12.42,82.92,17.82,0.24,11.4,-199.52,-1010.47,44531.25,231.32,-1764.89,1085.13,14.77,248.4,-147.93,2992.5,-549.42,-770.36,0.27,7.05,-315.18,-533.06,6.02,8,2948.98,14553.98,-134.71,16,-548.04,High,-23110.41,-58.96,USA,-16680.4,58.95,-45.94,-138.9,470.2
-31.74,150.12,20.4,16.95,16.86,-113.7,-2253.82,39807.42,-1696.84,809.63,1406.58,10.1,235.74,-325.74,5092.35,-535.02,-122.44,2.41,7.38,-88.56,-646.68,11.76,2,2389.34,21738.38,-140.57,8,12.27,Low,-28095,-111.8,USA,-8686.05,53.28,-20.07,-241.33,447.63
-26.92,109.36,26.9,5.34,5.48,-226.38,-2625.7,28594.02,-1030.22,-1517.43,1961.55,18.17,318,-257.07,2437.8,-387.66,138.96,0.05,3.96,-91.37,-571.3,-3.5,18,2032.42,17672.04,-95.87,8,150.57,Medium,-19132.56,-166.22,UK,-11358.17,59.28,-42.4,-85.48,61.91
-23.3,125.04,44.82,8.37,11.13,-49.54,-2055.41,13417.32,-223.4,-4226.54,2735.31,12,279.51,-278.67,2846.76,-380.01,-323.3,22.36,8.28,61.77,-602.38,2.52,4,2684.14,14249.22,-153.25,8,427.8,High,-12826.05,-74.5,USA,-12252.38,68.67,-47.14,-173.59,1280.55
-28.4,59.2,24.12,-5.31,9.31,-59.92,-1501.36,30094.83,-2087.12,3039,2500.02,7.48,348.24,-310.98,2806.35,-556.8,359.54,0.55,16.8,540.78,-396.6,6.46,14,3245.5,7020.18,-141.41,2,2341.47,High,-9071.13,-102.02,UK,-16001,60.21,-79.75,-182.96,1118.35
-15.52,12.9,11.2,5.25,14.72,-102.34,-2244.43,37282.02,-1489.04,-5929.87,1209.87,13.59,294.96,-421.53,2827.89,-564.33,-372.03,0.76,5.7,-284.45,-365.6,11.76,12,3644.84,18845.58,-131.81,6,-403.68,High,-13774.68,-129.2,UK,-12359.48,56.79,-101.5,-229.54,1206.42
-26.56,123.24,24.58,0.6,12.25,-144.28,-2259.65,26037.42,-1083.12,-2025.08,503.79,10.82,288.45,-381.75,3378.21,-622.23,-170,100.61,2.94,16.97,-602.1,21.22,0,2808.32,9775.66,-148.33,12,1899.48,Low,-9458.43,-58.44,USA,-14223.21,54.87,12.06,-213.09,1292.84
-15.04,72.76,24.02,18.72,4.44,-200.38,-2358.64,31485.75,-692.64,-7952.78,1793.28,20.16,278.61,-333.27,2978.07,-682.71,1322.59,10.64,10.35,-204.25,-593.96,0.58,12,4129.12,17021.58,-151.88,10,606.09,Very high,-11072.22,148.14,Europe,-6778.14,58.83,-52.46,-193.74,3623.28
-24.32,109.86,30.36,9.51,13.55,-102.44,-168.09,36162.12,-2687.92,-3070.82,-270.6,14.75,376.59,-332.1,3020.19,-541.35,85.82,17.14,1.71,-199.56,-524.84,17.74,14,3235.04,18065.18,-102.58,6,-1.38,Very high,-12545.85,-56.48,Rest,-12789.13,61.26,-68.02,-198.88,1099.91
-31.72,130.62,22.82,18.18,20.87,-102.96,-2487.8,16228.53,-1358.54,-4043.44,1330.02,12.49,298.74,-422.79,2739.78,-536.16,-131.47,1.05,14.79,-94.42,-617.98,6.94,12,1709.56,22385.9,-131.62,10,920.13,Very low,-19506.66,-244.28,Europe,-7141.95,58.02,-99.62,-185.71,0.92
-9.52,197.76,37.74,12.21,13.1,-206.04,-2280.55,20798.61,-495.36,-4845.5,1686.6,12.23,245.07,-299.58,2188.89,-538.83,274.79,0.03,6.03,538.3,-453.8,13.26,8,3511.8,6566.78,-125.56,10,-413.97,Medium,-20289.24,-111.98,UK,-10432.39,54.15,-27.98,-198.44,906.22
-30.58,62.34,30.22,9.45,10.54,-198.2,-2245.72,27415.71,-765.2,-6079.7,417.78,19.42,28.26,-288.81,3097.95,-556.83,284.63,0.96,2.25,613.08,-625.34,8.6,6,4308.8,5443.24,-110.87,8,-192.54,Very high,-21275.13,-189.06,Rest,-12045.89,52.62,-59.41,-170.49,2816.1
-22.26,105.92,24.58,13.32,13.6,-79.2,-915.89,27025.17,-711.84,-5244.54,-71.58,10.45,252.84,-237.81,2960.01,-736.08,-261.17,30.23,10.83,-182.91,-446.56,4,14,4464.3,11865.14,-121.88,4,-245.1,Medium,-16780.86,38.74,USA,-5989.78,57.18,-56.77,-196.86,1214.58
